Unnamed: 0,Наименование ДП,"Макс. ПДЗ за 2019 год, дней","Сред. ПДЗ за 2019 год, дней","Кол-во просрочек свыше 5-ти дней за 2019 год, шт.","Общая сумма ПДЗ свыше 5-ти дней за 2019 год, руб.","Кол-во раз ПДЗ за 2019 год, шт.","Макс. ПДЗ за 2020 год, дней","Сред. ПДЗ за 2020 год, дней","Кол-во просрочек свыше 5-ти дней за 2020 год, шт.","Общая сумма ПДЗ свыше 5-ти дней за 2020 год, руб.","Кол-во раз ПДЗ за 2020 год, шт.","Оценка потенциала контрагента 1, руб.","Оценка потенциала контрагента 2, руб.",Статус,"2016, Нематериальные активы, RUB","2017, Нематериальные активы, RUB","2018, Нематериальные активы, RUB","2019, Нематериальные активы, RUB","2020, Нематериальные активы, RUB","2016, Основные средства , RUB","2017, Основные средства , RUB","2018, Основные средства , RUB","2019, Основные средства , RUB","2020, Основные средства , RUB","2016, Внеоборотные активы, RUB","2017, Внеоборотные активы, RUB","2018, Внеоборотные активы, RUB","2019, Внеоборотные активы, RUB","2020, Внеоборотные активы, RUB","2016, Дебиторская задолженность, RUB","2017, Дебиторская задолженность, RUB","2018, Дебиторская задолженность, RUB","2019, Дебиторская задолженность, RUB","2020, Дебиторская задолженность, RUB","2016, Оборотные активы, RUB","2017, Оборотные активы, RUB","2018, Оборотные активы, RUB","2019, Оборотные активы, RUB","2020, Оборотные активы, RUB","2016, Уставный капитал , RUB","2017, Уставный капитал , RUB","2018, Уставный капитал , RUB","2019, Уставный капитал , RUB","2020, Уставный капитал , RUB","2016, Капитал и резервы, RUB","2017, Капитал и резервы, RUB","2018, Капитал и резервы, RUB","2019, Капитал и резервы, RUB","2020, Капитал и резервы, RUB","2016, Заёмные средства (долгосрочные), RUB","2017, Заёмные средства (долгосрочные), RUB","2018, Заёмные средства (долгосрочные), RUB","2019, Заёмные средства (долгосрочные), RUB","2020, Заёмные средства (долгосрочные), RUB","2016, Долгосрочные обязательства, RUB","2017, Долгосрочные обязательства, RUB","2018, Долгосрочные обязательства, RUB","2019, Долгосрочные обязательства, RUB","2020, Долгосрочные обязательства, RUB","2016, Заёмные средства (краткосрочные), RUB","2017, Заёмные средства (краткосрочные), RUB","2018, Заёмные средства (краткосрочные), RUB","2019, Заёмные средства (краткосрочные), RUB","2020, Заёмные средства (краткосрочные), RUB","2016, Кредиторская задолженность, RUB","2017, Кредиторская задолженность, RUB","2018, Кредиторская задолженность, RUB","2019, Кредиторская задолженность, RUB","2020, Кредиторская задолженность, RUB","2016, Краткосрочные обязательства, RUB","2017, Краткосрочные обязательства, RUB","2018, Краткосрочные обязательства, RUB","2019, Краткосрочные обязательства, RUB","2020, Краткосрочные обязательства, RUB","2016, Выручка, RUB","2017, Выручка, RUB","2018, Выручка, RUB","2019, Выручка, RUB","2020, Выручка, RUB","2016, Себестоимость продаж, RUB","2017, Себестоимость продаж, RUB","2018, Себестоимость продаж, RUB","2019, Себестоимость продаж, RUB","2020, Себестоимость продаж, RUB","2016, Прибыль (убыток) до налогообложения , RUB","2017, Прибыль (убыток) до налогообложения , RUB","2018, Прибыль (убыток) до налогообложения , RUB","2019, Прибыль (убыток) до налогообложения , RUB","2020, Прибыль (убыток) до налогообложения , RUB","2016, Прибыль (убыток) от продажи, RUB","2017, Прибыль (убыток) от продажи, RUB","2018, Прибыль (убыток) от продажи, RUB","2019, Прибыль (убыток) от продажи, RUB","2020, Прибыль (убыток) от продажи, RUB",Факт. 20,Факт. 21,Факт.32,Факт.31,Факт.23,Факт 24,Факт 27,Факт 33,Факт 28,Факт 29,Факт 30,Факт 40,Факт 41,Факт 42,Факт 46,Факт 48,Факт 49,Факт 50,Факт 51,Факт 54,Факт 55,Факт 56,Факт 57,Факт 58,Факт 59,Факт 60,Факт 37,Факт 39,Факт 1,Факт 2,Факт 3,Факт 7,Факт 12,Факт 14,Факт 15,Факт 16,Итого,ПДЗ 1-30,ПДЗ 31-90,ПДЗ 91-365,ПДЗ более 365
86,143,56,11.01369863013699,43,14751412.58598726,73,78,15.22142857142857,71,23046910.57961783,140,12738853.50318471,12738853.50318471,Действующая,0.0,0.0,0.0,0.0,0.0,10459235.66878981,68126114.64968152,70486624.20382166,67512738.85350318,67038853.50318471,10459235.66878981,68126114.64968152,70486624.20382166,67526751.59235668,67049044.58598725,13156687.89808917,27619745.22292994,18913375.79617834,87817834.39490445,70754777.0700637,18951592.3566879,31422929.93630573,56563057.32484076,105787898.089172,98458598.72611465,6369.426751592357,6369.426751592357,6369.426751592357,6369.426751592357,6369.426751592357,6754140.127388535,7138216.560509554,12230573.24840764,24251592.3566879,35522292.99363057,2064331.210191083,29299.36305732484,0.0,0.0,0.0,2064331.210191083,29299.36305732484,0.0,2986624.203821656,1378343.949044586,4458.598726114649,7171974.522292993,8918471.337579617,175159.2356687898,12915923.56687898,20587898.08917197,85209554.14012739,105900636.9426752,145901273.8853503,115691082.8025478,20592356.68789809,92381528.66242038,114819108.2802548,146076433.1210191,128607006.3694267,108927388.5350318,179824203.821656,168484076.433121,242240127.388535,266587898.089172,116884713.3757962,175291082.8025478,155368789.8089172,225988535.0318471,262017197.4522293,643312.101910828,660509.5541401274,6375796.178343949,14750318.47133758,14484076.43312102,-9822929.936305732,1887898.089171974,10581528.66242038,15107643.31210191,3719108.280254777,,,,,,,,,,,,,,,,,5.0,,,5.0,,,,,,5.0,,,,,,,,,,,15.0,1,1,0,0
87,144,9,2.608695652173913,14,6365195.140127388,92,9,1.858870967741935,12,5389108.140127388,248,38216560.50955414,84076433.12101911,Действующая,0.0,0.0,0.0,0.0,0.0,3419108.280254777,2885987.261146497,7003184.713375796,6470063.694267516,6131210.191082803,3419108.280254777,2885987.261146497,7003184.713375796,6470063.694267516,6131210.191082803,18917834.39490446,21655414.01273885,44481528.66242038,70721019.10828026,70782802.5477707,19475159.23566879,21970700.63694267,44552229.29936305,71147133.75796178,71077707.00636943,6369.426751592357,6369.426751592357,6369.426751592357,6369.426751592357,6369.426751592357,207006.3694267516,768789.8089171974,1259872.611464968,1632484.076433121,2136305.732484076,0.0,0.0,0.0,0.0,0.0,5095.541401273885,5095.541401273885,5095.541401273885,5095.541401273885,5095.541401273885,2332484.076433121,2332484.076433121,6114649.681528662,9503184.713375796,9484076.433121018,20349681.52866242,21750318.47133758,44175796.17834394,66339490.44585987,65424203.82165605,22682165.60509554,24082802.5477707,50290445.85987261,75979617.8343949,75067515.92356688,244221019.1082802,284164968.1528662,315135668.7898089,352527388.5350319,341656050.955414,243000636.9426751,282097452.2292994,310438216.5605096,345631847.1337579,332524203.821656,66242.03821656051,717197.4522292993,642675.1592356687,515923.5668789809,647770.7006369426,279617.8343949044,708280.25477707,1122292.993630573,1554140.127388535,1515923.566878981,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,0,1,0,0
88,145,0,0.0,0,0.0,0,28,9.8,3,0.0318471337579617,5,1592356.687898089,1592356.687898089,Действующая,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1138853.503184713,1138853.503184713,0.0,0.0,0.0,43401273.88535032,42271337.57961784,30712101.91082802,33076433.12101911,21144585.98726115,74405732.48407643,76207643.3121019,63420382.16560509,63550318.47133758,63280891.71974522,6369.426751592357,6369.426751592357,6369.426751592357,6369.426751592357,6369.426751592357,7463694.267515923,8600000.0,7308917.197452229,10383439.49044586,15060509.55414013,32175796.17834395,21791719.74522293,26905732.48407643,24830573.24840764,26429299.36305732,32175796.17834395,21791719.74522293,26905732.48407643,24830573.24840764,26429299.36305732,1878343.949044586,5661146.496815287,1600000.0,5891719.74522293,503821.6560509554,34026751.59235669,41293630.57324841,27605095.54140127,22444585.98726115,21287898.08917197,35905095.54140127,46954777.0700637,29205095.54140127,28336305.73248408,21791082.80254777,337566878.9808917,362489808.9171975,382189808.9171975,337505732.4840764,262091719.7452229,300726751.5923567,318235031.8471338,345064331.2101911,302003821.6560509,234092356.6878981,4317834.394904458,1561783.439490446,5061146.496815287,3843312.101910828,5845859.872611465,-1207643.312101911,17588535.03184713,10064331.21019108,9612101.910828026,9149044.58598726,,,,,,,,,,,,,,,,,5.0,,,,,,,3.0,,,,,,,,,,,,,8.0,0,0,0,0
89,146,3,1.666666666666667,0,0.0,9,23,5.088607594936708,20,19958019.33757962,79,19108280.25477707,19108280.25477707,Действующая,0.0,0.0,0.0,0.0,0.0,8798089.171974521,10520382.16560509,36711464.96815287,37504458.59872612,50134394.9044586,8798089.171974521,10520382.16560509,36711464.96815287,37504458.59872612,50134394.9044586,16672611.46496815,20098089.17197452,26234394.9044586,25987898.08917197,43959235.6687898,31641401.27388535,28727388.53503185,26530573.24840764,32056687.89808917,50903821.65605095,12738.85350318471,12738.85350318471,12738.85350318471,12738.85350318471,6389808.917197452,10819108.28025478,11901910.82802548,13064331.21019108,27242675.15923567,45511464.96815287,0.0,0.0,0.0,0.0,16247133.75796178,0.0,0.0,0.0,0.0,16247133.75796178,3762420.382165605,11627388.53503185,1808280.25477707,4364968.152866242,18412738.85350318,25857961.78343949,15718471.33757962,48369426.75159235,37954140.12738854,20866878.98089172,29620382.16560509,27345859.87261146,50177707.00636943,42318471.33757962,39279617.8343949,103534394.9044586,117189171.9745223,169301273.8853503,194058598.7261146,224585350.3184713,99166242.03821656,110062420.3821656,156916560.5095541,177114649.6815287,202870063.6942675,807643.3121019108,1357324.840764331,5542675.159235668,15521019.10828025,13282802.5477707,322292.9936305732,2522929.936305732,6839490.445859873,9134394.9044586,13722929.93630573,,,,,,,,,,,,,,,,,5.0,,,5.0,,,,,,5.0,,,,,,,,,,,15.0,0,0,0,0
90,148,0,0.0,0,0.0,0,8,3.372093023255814,8,3674955.184713376,43,31847133.75796178,31847133.75796178,Действующая,24840.76433121019,20382.16560509554,15286.62420382166,10828.02547770701,5732.484076433121,11329936.30573248,14131847.13375796,45434394.9044586,50400000.0,98863057.32484075,11355414.01273885,14814012.7388535,46070700.63694267,52932484.07643312,101102547.7707006,86943949.04458599,253426751.5923567,261611464.9681529,164194904.4585987,262925477.7070064,246146496.8152866,499501273.8853503,779266242.0382165,863554140.1273885,684143312.1019108,6375796.178343949,6375796.178343949,6375796.178343949,6375796.178343949,6375796.178343949,243061783.4394904,307470063.6942675,716428025.477707,853926751.5923567,697627388.5350318,0.0,0.0,0.0,2547.770700636942,636.9426751592356,19745.22292993631,103184.7133757962,328662.4203821656,887261.1464968153,1119745.222929936,636.9426751592356,8280.254777070064,1910.828025477707,1910.828025477707,0.0,12779617.8343949,202508917.1974522,104795541.4012739,50280254.77707006,80180891.71974522,14420382.16560509,206742038.2165605,108580254.7770701,61672611.46496815,86498726.11464968,541807006.3694267,823361783.4394904,2084398089.171974,1886358598.726115,1830329299.363057,516302547.7707006,718652229.299363,1480277707.006369,1453979617.834395,1451461783.43949,13774522.29299363,83164968.15286624,508566242.0382165,271483439.4904459,234291719.7452229,12155414.01273885,88364331.21019109,485530573.2484076,254362420.3821656,213105095.5414013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
91,149,7,3.153846153846154,1,1081951.611464968,13,18,3.157894736842105,2,976466.9044585988,19,47770700.63694267,47770700.63694267,Действующая,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51468789.80891719,72085987.2611465,57493630.57324841,0.0,0.0,51468789.80891719,73386624.20382166,58170063.69426751,0.0,0.0,245917834.3949044,119159872.611465,115266878.9808917,0.0,0.0,324466878.9808917,196710828.0254777,348189171.9745223,0.0,0.0,6369.426751592357,6369.426751592357,6369.426751592357,0.0,0.0,103401910.8280255,219376433.1210191,318872611.4649681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97452.22929936304,66878.98089171974,0.0,0.0,1273.885350318471,14649.68152866242,0.0,0.0,0.0,53379617.8343949,47567515.92356688,74692993.63057324,0.0,0.0,272533757.9617834,50623566.87898089,87419745.22292994,0.0,0.0,940501910.8280256,1196191082.802548,877423566.8789809,0.0,0.0,892746496.8152866,1019187898.089172,675992356.687898,0.0,0.0,19390445.85987261,137714012.7388535,171721656.0509554,0.0,0.0,14424840.76433121,137354140.1273885,172602547.7707006,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,100.0,,,105.0,0,0,0,0
92,150,0,0.0,0,0.0,0,2,2.0,0,0.0,3,60509554.14012738,12738853.50318471,Действующая,91719.74522292994,82165.6050955414,102547.7707006369,70063.69426751592,56687.89808917197,37975159.23566879,39408917.19745222,240669426.7515923,270501910.8280255,325605095.5414013,40442675.15923566,51137579.61783439,254864331.2101911,281036305.732484,335363057.3248407,465500636.9426751,479022929.9363057,286040127.388535,255572611.4649681,351218471.3375796,1118471337.579618,1388749681.528662,1798223566.878981,1725664968.152866,1963530573.248408,777070.0636942675,777070.0636942675,33019745.22292994,33019745.22292994,33019745.22292994,343045859.8726115,339233757.9617834,524229936.3057325,530292993.6305732,536492993.6305732,95541.40127388536,95541.40127388536,579905095.5414013,487834394.9044586,643312101.910828,95541.40127388536,95541.40127388536,579905095.5414013,487834394.9044586,643312101.910828,191114649.6815287,274840764.3312102,652233121.0191083,234261146.4968153,90533757.96178344,624468789.8089172,825691719.7452229,293473885.3503184,752448407.6433121,1025616560.509554,815772611.4649681,1100557961.783439,948952866.242038,988573885.3503184,1119088535.031847,1447998726.11465,1992277070.063694,2708828025.477707,3333338216.560509,3809090445.859872,1396571974.522293,1926278343.949044,2622709554.140127,3038733757.961783,3525789171.974522,1808280.25477707,1605095.541401274,1743949.044585987,7728662.420382165,7835031.847133758,14361146.49681529,25847133.75796178,26114012.7388535,123273885.3503185,124405095.5414013,,,,,,,,,,,,,,,,,5.0,,,,,,,,,5.0,,,,,,,,,,,10.0,0,0,0,0
93,151,0,0.0,0,0.0,0,0,0.0,0,0.0,0,22292993.63057325,22292993.63057325,Действующая,0.0,0.0,0.0,0.0,0.0,111414012.7388535,98982165.60509554,95233757.96178344,68071337.57961783,74037579.61783439,111414012.7388535,98982165.60509554,95233757.96178344,68337579.61783439,74239490.44585986,18731210.1910828,13782165.60509554,55252229.29936305,117237579.6178344,52650955.41401274,80483439.49044585,67335031.84713376,85955414.01273885,150978980.8917197,102215286.6242038,6369.426751592357,6369.426751592357,6369.426751592357,6369.426751592357,6369.426751592357,17599363.05732484,21135031.84713376,24127388.53503185,27666242.03821656,57101273.88535032,31821019.10828025,4983439.49044586,110953503.1847134,159235668.7898089,0.0,31821019.10828025,4983439.49044586,110953503.1847134,163092356.6878981,5321019.108280255,101949044.5859873,111370700.6369427,0.0,13566242.03821656,37733121.01910828,40528025.47770701,28828025.47770701,46108280.25477707,14991719.74522293,76247133.75796178,142477070.0636943,140198726.1146497,46108280.25477707,28557961.78343949,114032484.0764331,465010828.0254777,528308280.2547771,594291719.7452229,665659235.6687897,647661146.4968152,427073885.3503184,516342675.1592357,543819745.22293,627936305.7324841,525979617.8343949,21299363.05732484,4386624.203821656,4229299.363057325,8500000.0,36566878.98089172,37936942.67515923,11965605.0955414,24160509.55414013,12628025.47770701,41949681.52866242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
94,152,0,0.0,0,0.0,0,177,18.41379310344828,18,10040577.35031847,29,0.0,4028662.420382165,Действующая,1910.828025477707,1910.828025477707,1273.885350318471,1273.885350318471,636.9426751592356,15176433.12101911,45472611.46496815,42743949.04458599,41040764.33121019,37704458.59872612,20893630.57324841,50990445.85987261,48261146.49681529,46557961.78343949,43866242.03821656,49118471.33757962,68418471.33757961,52454777.0700637,48082802.5477707,18810828.02547771,65205732.48407643,89613375.79617834,73307006.36942674,70089171.9745223,37444585.98726115,63694.26751592357,63694.26751592357,63694.26751592357,63694.26751592357,63694.26751592357,-27571337.57961783,2543312.101910828,30370063.69426752,30431210.1910828,19605095.54140127,57907643.31210191,59370700.63694267,32633757.96178344,40224203.82165605,31775159.23566879,69531847.13375796,71000000.0,32638853.50318471,40229299.36305732,31780254.77707006,2655414.012738853,4503821.656050955,0.0,700636.9426751592,2154140.127388535,41483439.49044586,62557324.84076433,58559872.61146496,45285987.26114649,27771337.57961783,44138853.50318471,67060509.55414013,58559872.61146496,45986624.20382165,29925477.70700637,296900000.0,201317834.3949045,254644585.9872611,206721019.1082802,100021656.0509554,267693630.5732484,181784713.3757962,240550955.4140127,183550318.4713376,92385350.31847133,4522292.993630573,340764.3312101911,30985987.2611465,426114.6496815286,-11008917.19745223,15587898.08917197,6980254.777070063,-294904.4585987261,8775796.178343948,-3257961.78343949,,,,,,,,,,10.0,,,,,,,5.0,,,5.0,,,,,5.0,5.0,30.0,,,,,100.0,,,,,160.0,0,0,1,1
95,153,0,0.0,0,0.0,0,16,5.666666666666667,2,1726486.624203822,6,9554140.127388537,9554140.127388537,Действующая,0.0,0.0,0.0,0.0,0.0,18340764.33121019,15796178.34394904,11650318.47133758,14638216.56050955,18138216.56050956,18340764.33121019,15801910.82802548,11666242.03821656,14661783.43949044,18182802.5477707,30515286.62420382,25202547.77070064,28594267.51592357,30763694.26751592,48819745.22292993,57894904.45859873,53559872.61146496,60025477.70700637,77275796.17834395,98834394.9044586,0.0,0.0,630573.2484076433,0.0,0.0,61857324.84076433,55794904.45859873,56661146.49681529,59020382.16560509,61507006.36942675,2776433.121019108,1824840.76433121,872611.4649681528,0.0,0.0,2921656.050955414,1975159.23566879,1022929.936305732,2947133.757961783,2531847.133757962,0.0,0.0,0.0,0.0,21603184.7133758,10400000.0,10535031.84713376,12894267.51592357,28856687.89808917,30261783.43949044,11457324.84076433,11592356.68789809,14007643.31210191,29970700.63694267,52978980.89171974,122119108.2802548,149197452.2292994,184000636.9426751,228807006.3694268,314956687.8980892,105451592.3566879,144528662.4203822,108629299.3630573,225464331.2101911,313468152.8662421,15995541.40127388,2858598.72611465,569426.7515923567,1142675.159235669,2135668.789808917,16667515.92356688,4668789.808917197,-950955.4140127389,3342675.159235669,1488535.031847134,,,,,,,,,,,,,,,,,5.0,,,5.0,,,,,5.0,,,,,,,,,,,,15.0,0,0,0,0
96,155,608,608.0,2,1289872.52866242,2,315,40.625,1,240754.8025477707,8,3821656.050955414,7834394.904458598,Действующая,0.0,0.0,0.0,0.0,0.0,16096815.2866242,26935668.78980892,48723566.87898089,55078980.89171974,49405095.54140127,52134394.9044586,68145222.9299363,103378343.9490446,100512101.910828,141108280.2547771,10520382.16560509,27153503.18471337,20031847.13375796,79936305.73248407,82964968.15286624,206300000.0,347366242.0382165,389982802.5477707,341516560.5095541,343337579.6178344,2165605.095541401,2165605.095541401,2165605.095541401,2165605.095541401,2165605.095541401,-272968152.8662421,-293629299.3630573,-385149044.5859873,-344526114.6496815,-567208917.1974522,402375796.178344,434255414.0127388,501056687.8980892,597565605.0955414,781485987.2611464,402375796.178344,434255414.0127388,501056687.8980892,597565605.0955414,781485987.2611464,27908917.19745223,30031847.13375796,221200000.0,30238853.50318471,39545859.87261146,99538216.56050956,243926751.5923567,154303184.7133758,157627388.5350319,228987261.1464968,129026751.5923567,274885350.3184713,377452866.2420382,188989171.9745223,270168789.8089172,268796815.2866242,292522292.9936306,326860509.5541401,267711464.9681529,301568789.8089172,252754140.1273885,240792356.6878981,267715923.566879,238536942.6751592,271059235.6687898,107296815.2866242,-25820382.16560509,-95558598.72611465,65320382.16560509,-269382802.5477707,-14547133.75796178,21123566.87898089,19542038.21656051,-10823566.87898089,-14505095.54140127,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,40.0,0,1,1,1
97,156,8,8.0,1,167754.2292993631,1,1,1.0,0,0.0,2,5095541.401273885,5095541.401273885,Действующая,0.0,0.0,0.0,0.0,0.0,190733757.9617834,176053503.1847134,163283439.4904459,155024203.821656,144047133.7579618,284235668.7898089,296005732.4840764,284465605.0955414,321771337.5796178,509642038.2165605,259646496.8152866,182129936.3057325,378071337.5796178,534449681.5286624,517659235.6687898,1039603821.656051,982948407.643312,1236161146.496815,1561070700.636943,1771928025.477707,6369426.751592357,6369426.751592357,6369426.751592357,6369426.751592357,6369426.751592357,1213601273.88535,1153465605.095541,1367316560.509554,1648923566.878981,1957470063.694268,0.0,0.0,0.0,0.0,0.0,8410828.025477707,7498089.171974522,6975796.178343949,6866878.980891719,6236942.675159235,0.0,0.0,0.0,0.0,0.0,97345222.9299363,112685987.2611465,142198089.1719745,219127388.5350318,307436305.732484,101827388.5350318,117990445.8598726,146334394.9044586,227051592.3566879,317863057.3248407,1654203184.713376,1210259235.66879,1592725477.707006,1599108280.254777,1799564331.210191,975929936.3057324,718831210.1910827,942194267.5159236,973215923.5668788,1067075796.178344,561920382.1656051,398142675.1592357,548617834.3949045,539710828.0254776,659195541.4012738,533950955.4140127,352945222.9299363,496249681.5286624,463325477.7070063,591014649.6815287,,,,,,,,,,,,,,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,10.0,0,0,0,0
98,160,4,2.666666666666667,0,0.0,3,1,1.0,0,0.0,1,5095541.401273885,5095541.401273885,Действующая,0.0,0.0,0.0,0.0,0.0,25858598.72611465,29895541.40127388,46180891.71974522,60745222.9299363,57015286.62420382,25881528.66242038,29895541.40127388,46180891.71974522,60745222.9299363,57015286.62420382,20966878.98089172,27910828.02547771,28899363.05732484,47559235.6687898,53481528.66242038,82708280.25477707,94558598.72611465,103816560.5095541,139056050.955414,131147770.7006369,14012.73885350318,14012.73885350318,14012.73885350318,14012.73885350318,14012.73885350318,67987898.08917198,68409554.14012739,81135031.84713376,91319108.28025477,97574522.29299362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7061783.439490446,3821656.050955414,43245222.9299363,63143312.10191082,45287261.14649681,33436305.73248408,52119108.28025477,25512738.85350318,45235031.84713376,45197452.22929936,40601910.82802548,56044585.98726115,68861783.43949044,108482165.6050955,90588535.03184712,119685350.3184713,174285350.3184713,273015286.6242038,323271974.522293,325535668.7898089,116768152.866242,169725477.7070064,263589171.9745223,304210828.0254777,308474522.2929936,985350.3184713376,2615923.566878981,23336942.67515923,14169426.75159236,9692356.687898088,2917197.452229299,4559872.611464968,9426114.649681527,19061146.49681529,17061146.49681529,,,,,,,,,,,,,,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,10.0,0,0,0,0
99,162,6,2.257731958762887,5,2540212.707006369,97,5,2.166666666666667,0,0.0,42,5859872.611464968,5859872.611464968,Действующая,0.0,0.0,0.0,0.0,0.0,12545222.9299363,0.0,7600000.0,16012738.85350318,22007006.36942675,12592993.63057325,0.0,7641401.27388535,16045859.87261146,24004458.59872611,83028662.42038216,0.0,59111464.96815287,60500636.94267516,54526114.64968152,204733757.9617834,0.0,301943949.044586,207937579.6178344,283220382.1656051,6369.426751592357,0.0,6369.426751592357,7006.369426751592,7006.369426751592,18856050.95541401,0.0,24698726.11464968,26067515.92356688,15394904.45859873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22929.93630573248,7800000.0,13321019.10828025,16791082.80254777,0.0,17666878.98089172,4991719.74522293,1420382.165605095,134517834.3949045,0.0,252073248.4076433,170350955.4140127,263954140.1273885,198470700.6369427,0.0,284863694.2675159,190115923.566879,278508917.1974522,382702547.7707006,0.0,391047770.7006369,434838216.5605096,559326114.6496814,337229299.3630573,0.0,337628662.4203821,376921656.0509554,501271337.5796178,9584076.433121018,0.0,10385987.2611465,7012738.853503184,8123566.878980892,25811464.96815287,0.0,31921019.10828025,36847133.75796178,39877707.00636943,,,,,,,,,,,,,,,,,5.0,,,,,,,,5.0,,,,,,,,,,,,10.0,0,0,0,0
100,163,4,1.666666666666667,0,0.0,12,27,6.466666666666667,19,5143901.439490447,60,955414.0127388536,3821656.050955414,Действующая,0.0,0.0,0.0,0.0,0.0,0.0,561783.4394904459,328025.4777070063,105732.4840764331,0.0,0.0,564968.152866242,328025.4777070063,105732.4840764331,0.0,0.0,6944585.987261146,10782165.60509554,5331847.133757962,2326114.649681529,0.0,16537579.61783439,22532484.07643312,18122292.99363057,17001910.82802548,0.0,0.0,0.0,0.0,0.0,0.0,2584713.375796178,3563057.324840764,4594904.458598725,4055414.012738853,0.0,8238853.503184713,5621656.050955414,8889808.917197451,5871337.579617834,0.0,8238853.503184713,5621656.050955414,8889808.917197451,5871337.579617834,0.0,9554.140127388537,1273.885350318471,0.0,874522.2929936305,0.0,6268789.808917197,13675159.23566879,4743312.101910828,6201273.885350319,0.0,6278343.949044586,13676433.12101911,4743312.101910828,7075796.178343949,0.0,179619108.2802548,204217834.3949045,173051592.3566879,155776433.1210191,0.0,177043949.044586,202087261.1464968,170901910.8280255,153470700.6369427,0.0,967515.9235668788,1222292.993630573,1289171.974522293,1515286.624203822,0.0,2575159.23566879,2130573.248407643,2149681.52866242,2305732.484076433,,,,,,,,,,,,,,,,,5.0,,,,,,,3.0,,,,,,,,,,,,,8.0,0,0,0,0
101,165,18,5.076923076923077,14,4274536.872611465,39,17,4.183673469387755,14,6530447.350318471,49,9235668.789808916,8280254.777070063,Действующая,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8726114.649681529,8347770.700636942,9621019.108280256,0.0,0.0,8739490.445859872,8355414.012738853,9623566.878980892,0.0,0.0,6848407.643312101,9211464.968152866,15819108.28025478,0.0,0.0,44460509.55414013,46283439.49044586,45782165.60509554,0.0,0.0,6369.426751592357,6369.426751592357,6369.426751592357,0.0,0.0,2243949.044585987,1212101.910828026,9742675.15923567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113375.7961783439,16560.50955414013,12738.85350318471,0.0,0.0,9103821.656050956,11122292.99363057,13257324.84076433,0.0,0.0,41738853.50318471,42197452.22929936,32333757.96178344,0.0,0.0,50842675.15923566,53410191.08280255,45650318.47133758,0.0,0.0,134545222.9299363,145141401.2738853,157347133.7579618,0.0,0.0,104449681.5286624,109089171.9745223,117872611.4649681,0.0,0.0,-182802.5477707006,1809554.140127389,344585.9872611465,0.0,0.0,2066878.98089172,4533121.019108281,-2931210.191082803,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,0,0,0,0
102,166,0,0.0,0,0.0,0,7,2.74,1,607907.74522293,50,294267515.9235669,7643312.101910828,Действующая,462966878.9808917,470814012.7388535,470814012.7388535,470814012.7388535,470814012.7388535,9608917.197452229,13040127.38853503,1813375.796178344,2114649.681528662,333121.0191082802,472752229.299363,484007643.3121019,472758598.7261146,473065605.0955414,471232484.0764331,661870700.6369426,702708280.2547771,848859872.611465,945673885.3503184,903831847.133758,1089517834.394904,1229912101.910828,1781278980.89172,1786377707.006369,1828228025.477707,470821656.0509554,470821656.0509554,470821656.0509554,470821656.0509554,470821656.0509554,534448407.6433121,557240127.388535,629121019.1082802,698692993.6305733,886603184.7133758,0.0,0.0,0.0,0.0,0.0,1910.828025477707,17834.3949044586,34394.90445859872,34394.90445859872,15286.62420382166,127431210.1910828,82008280.25477707,54538853.50318471,157295541.4012739,191082802.5477707,900388535.0318471,1074653503.184713,1570343312.101911,1403420382.165605,1221162420.382166,1027819745.22293,1156661783.43949,1624882165.605095,1560715923.566879,1412842038.21656,7148304458.598726,7551961146.496815,8048303184.713375,7169138216.56051,6853489171.974522,7027402547.7707,7468896178.343948,7838203821.656051,6935768789.808917,6376316560.509554,12663057.32484076,26688535.03184713,90112738.85350318,87204458.59872611,240262420.3821656,29728662.42038216,-17096815.2866242,72676433.12101911,67789171.9745223,244094267.5159236,,,,,,,,,,,,,,,,,5.0,,,5.0,,,,,,5.0,,,,,,,,,,,15.0,0,0,0,0
